test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 14,  20 , 0.676, 1.043, 0.635, 1.454, 0.686, 1.037, 0.590, 1.464, 0.958, 1.065, 0.803, 3.714, 0.902, 1.053, 0.817, 3.715
 15,  20 , 0.707, 1.046, 0.647, 1.547, 0.694, 1.040, 0.586, 1.549, 0.959, 1.071, 0.805, 3.869, 0.904, 1.064, 0.812, 3.860
test21
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  21 , 0.499, 1.038, 0.459, 0.256, 0.466, 1.038, 0.453, 0.254, 0.618, 1.115, 0.452, 5.967, 0.618, 1.115, 0.452, 5.992
 02,  21 , 0.497, 1.017, 0.521, 0.382, 0.457, 1.031, 0.466, 0.448, 0.699, 1.118, 0.521, 6.496, 0.699, 1.118, 0.521, 6.483
 03,  21 , 0.514, 1.016, 0.510, 0.538, 0.449, 1.019, 0.524, 0.379, 0.732, 1.122, 0.532, 7.113, 0.732, 1.122, 0.532, 7.358
 04,  21 , 0.519, 1.012, 0.519, 0.500, 0.453, 1.017, 0.524, 0.490, 0.847, 1.117, 0.608, 7.743, 0.847, 1.117, 0.608, 7.686
 05,  21 , 0.533, 1.013, 0.542, 0.649, 0.456, 1.018, 0.526, 0.601, 0.883, 1.117, 0.650, 8.205, 0.883, 1.117, 0.650, 8.213
 06,  21 , 0.505, 1.015, 0.528, 0.684, 0.454, 1.016, 0.516, 0.720, 0.855, 1.063, 0.731, 2.703, 0.865, 1.056, 0.739, 2.710
 07,  21 , 0.504, 1.013, 0.536, 0.773, 0.431, 1.016, 0.507, 0.698, 0.855, 1.051, 0.783, 2.786, 0.848, 1.053, 0.773, 2.728
 08,  21 , 0.509, 1.022, 0.548, 0.805, 0.422, 1.009, 0.490, 0.846, 0.849, 1.052, 0.800, 2.773, 0.833, 1.044, 0.728, 2.925
 09,  21 , 0.512, 1.026, 0.503, 0.879, 0.426, 1.010, 0.481, 0.844, 0.849, 1.050, 0.792, 3.010, 0.844, 1.056, 0.764, 2.995
 10,  21 , 0.512, 1.028, 0.526, 0.923, 0.460, 1.014, 0.497, 0.938, 0.863, 1.061, 0.794, 3.168, 0.859, 1.055, 0.781, 3.125
 11,  21 , 0.515, 1.027, 0.519, 1.033, 0.465, 1.016, 0.498, 0.980, 0.889, 1.060, 0.801, 3.348, 0.858, 1.051, 0.795, 3.351
 12,  21 , 0.510, 1.028, 0.511, 1.189, 0.463, 1.017, 0.485, 1.156, 0.823, 1.032, 0.807, 3.463, 0.864, 1.056, 0.795, 3.502
 13,  21 , 0.519, 1.027, 0.522, 1.271, 0.455, 1.017, 0.457, 1.161, 0.895, 1.060, 0.789, 3.775, 0.862, 1.050, 0.789, 3.778
 14,  21 , 0.544, 1.030, 0.545, 1.364, 0.452, 1.015, 0.462, 1.145, 0.881, 1.045, 0.776, 3.916, 0.869, 1.055, 0.793, 3.958
 15,  21 , 0.574, 1.035, 0.546, 1.507, 0.441, 1.018, 0.473, 1.594, 0.877, 1.058, 0.769, 4.245, 0.871, 1.052, 0.796, 4.281
test22
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  22 , 0.823, 1.064, 0.643, 0.364, 0.863, 1.069, 0.658, 0.418, 0.991, 1.116, 0.764, 5.012, 0.991, 1.116, 0.764, 4.991
 02,  22 , 0.764, 1.059, 0.634, 0.509, 0.816, 1.061, 0.667, 0.433, 0.936, 1.116, 0.763, 5.214, 0.936, 1.116, 0.763, 5.188
 03,  22 , 0.842, 1.063, 0.682, 0.543, 0.842, 1.058, 0.707, 0.579, 0.939, 1.115, 0.768, 4.621, 0.939, 1.115, 0.768, 4.622
 04,  22 , 0.866, 1.066, 0.693, 0.605, 0.824, 1.052, 0.686, 0.588, 0.942, 1.117, 0.766, 6.151, 0.942, 1.117, 0.766, 6.130
 05,  22 , 0.877, 1.069, 0.681, 0.641, 0.836, 1.057, 0.704, 0.648, 0.944, 1.118, 0.768, 5.597, 0.944, 1.118, 0.768, 5.571
 06,  22 , 0.947, 1.067, 0.711, 0.782, 0.889, 1.063, 0.712, 0.698, 0.948, 1.067, 0.817, 2.432, 0.945, 1.053, 0.812, 2.504
 07,  22 , 0.955, 1.068, 0.724, 0.821, 0.900, 1.066, 0.713, 0.727, 0.950, 1.066, 0.819, 2.544, 0.949, 1.062, 0.824, 2.633
 08,  22 , 0.883, 1.063, 0.667, 0.646, 0.856, 1.066, 0.685, 0.709, 0.904, 1.056, 0.821, 2.716, 0.951, 1.057, 0.812, 2.747
 09,  22 , 0.881, 1.062, 0.663, 0.984, 0.855, 1.065, 0.686, 0.779, 0.907, 1.054, 0.824, 2.829, 0.936, 1.064, 0.811, 2.857
 10,  22 , 0.885, 1.061, 0.685, 0.866, 0.855, 1.064, 0.689, 0.900, 0.901, 1.066, 0.805, 3.063, 0.953, 1.068, 0.814, 3.011
 11,  22 , 0.896, 1.062, 0.701, 1.076, 0.868, 1.065, 0.717, 1.192, 0.903, 1.055, 0.808, 3.114, 0.955, 1.064, 0.804, 3.205
 12,  22 , 0.893, 1.065, 0.690, 1.145, 0.880, 1.067, 0.737, 1.153, 0.906, 1.063, 0.819, 3.326, 0.956, 1.057, 0.812, 3.308
 13,  22 , 0.905, 1.066, 0.704, 1.248, 0.880, 1.068, 0.721, 1.062, 0.908, 1.063, 0.809, 3.511, 0.957, 1.067, 0.816, 3.507
 14,  22 , 0.912, 1.066, 0.711, 1.312, 0.883, 1.069, 0.723, 1.262, 0.911, 1.065, 0.815, 3.677, 0.958, 1.066, 0.821, 3.613
 15,  22 , 0.907, 1.061, 0.710, 1.337, 0.890, 1.066, 0.730, 1.301, 0.912, 1.055, 0.812, 3.891, 0.959, 1.058, 0.804, 3.947
test23
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  23 , 0.840, 1.066, 0.706, 0.317, 0.863, 1.066, 0.725, 0.420, 0.923, 1.108, 0.782, 4.692, 0.923, 1.108, 0.782, 4.649
 02,  23 , 0.856, 1.066, 0.723, 0.375, 0.908, 1.071, 0.762, 0.446, 0.926, 1.109, 0.780, 4.835, 0.926, 1.109, 0.780, 4.836
 03,  23 , 0.875, 1.061, 0.738, 0.537, 0.901, 1.067, 0.763, 0.487, 0.928, 1.109, 0.778, 5.318, 0.928, 1.109, 0.778, 5.327
 04,  23 , 0.863, 1.057, 0.732, 0.583, 0.900, 1.066, 0.754, 0.401, 0.931, 1.109, 0.777, 5.770, 0.931, 1.109, 0.777, 5.809
 05,  23 , 0.870, 1.060, 0.730, 0.608, 0.906, 1.069, 0.747, 0.545, 0.933, 1.112, 0.773, 6.364, 0.933, 1.112, 0.773, 6.359
 06,  23 , 0.831, 1.056, 0.697, 0.634, 0.871, 1.066, 0.720, 0.543, 0.896, 1.065, 0.809, 2.449, 0.936, 1.070, 0.830, 2.413
 07,  23 , 0.854, 1.060, 0.745, 0.810, 0.855, 1.061, 0.714, 0.757, 0.883, 1.044, 0.826, 2.491, 0.918, 1.066, 0.823, 2.500
 08,  23 , 0.857, 1.060, 0.724, 0.701, 0.852, 1.062, 0.739, 0.831, 0.893, 1.059, 0.832, 2.579, 0.921, 1.055, 0.833, 2.626
 09,  23 , 0.852, 1.060, 0.715, 0.848, 0.851, 1.062, 0.732, 0.832, 0.896, 1.051, 0.827, 2.801, 0.923, 1.045, 0.815, 2.800
 10,  23 , 0.856, 1.059, 0.718, 0.906, 0.854, 1.058, 0.737, 0.824, 0.907, 1.047, 0.825, 3.000, 0.925, 1.061, 0.811, 3.003
 11,  23 , 0.812, 1.058, 0.716, 1.055, 0.854, 1.060, 0.725, 1.048, 0.911, 1.058, 0.815, 3.130, 0.929, 1.050, 0.818, 3.107
 12,  23 , 0.797, 1.054, 0.695, 1.049, 0.873, 1.063, 0.740, 1.228, 0.913, 1.053, 0.825, 3.257, 0.931, 1.052, 0.823, 3.280
 13,  23 , 0.817, 1.053, 0.711, 1.227, 0.858, 1.061, 0.697, 1.145, 0.916, 1.061, 0.811, 3.472, 0.932, 1.056, 0.806, 3.457
 14,  23 , 0.825, 1.057, 0.709, 1.201, 0.932, 1.065, 0.738, 1.417, 0.917, 1.056, 0.807, 3.698, 0.933, 1.053, 0.806, 3.681
 15,  23 , 0.857, 1.057, 0.681, 1.327, 0.933, 1.067, 0.712, 1.094, 0.967, 1.061, 0.809, 4.154, 0.934, 1.059, 0.797, 4.387
test24
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  24 , 0.462, 1.036, 0.425, 0.219, 0.496, 1.028, 0.430, 0.217, 0.721, 1.103, 0.480, 5.911, 0.721, 1.103, 0.480, 5.835
 02,  24 , 0.461, 1.019, 0.468, 0.457, 0.492, 1.015, 0.433, 0.346, 0.957, 1.105, 0.754, 5.846, 0.957, 1.105, 0.754, 5.829
 03,  24 , 0.509, 1.015, 0.555, 0.538, 0.504, 1.004, 0.504, 0.489, 0.970, 1.107, 0.751, 5.850, 0.970, 1.107, 0.751, 6.692
 04,  24 , 0.510, 1.005, 0.597, 0.628, 0.531, 1.003, 0.553, 0.620, 0.975, 1.109, 0.750, 6.621, 0.975, 1.109, 0.750, 6.617
 05,  24 , 0.507, 1.014, 0.566, 0.618, 0.583, 1.010, 0.577, 0.683, 0.975, 1.109, 0.745, 7.331, 0.975, 1.109, 0.745, 7.406
 06,  24 , 0.501, 1.012, 0.563, 0.728, 0.610, 1.015, 0.563, 0.765, 0.972, 1.045, 0.804, 2.599, 0.977, 1.056, 0.804, 2.672
 07,  24 , 0.531, 1.019, 0.553, 0.729, 0.638, 1.027, 0.559, 0.835, 0.979, 1.056, 0.807, 2.721, 0.975, 1.050, 0.815, 2.764
 08,  24 , 0.534, 1.012, 0.581, 0.849, 0.729, 1.034, 0.625, 0.914, 0.986, 1.060, 0.809, 2.794, 0.971, 1.051, 0.802, 2.834
 09,  24 , 0.552, 1.013, 0.600, 0.939, 0.782, 1.040, 0.664, 0.884, 0.944, 1.057, 0.774, 2.974, 0.944, 1.045, 0.812, 2.997
 10,  24 , 0.550, 1.014, 0.575, 0.898, 0.773, 1.041, 0.662, 0.993, 0.896, 1.047, 0.770, 3.079, 0.918, 1.052, 0.778, 3.184
 11,  24 , 0.550, 1.020, 0.559, 1.171, 0.759, 1.043, 0.648, 0.990, 0.865, 1.044, 0.770, 3.313, 0.910, 1.046, 0.801, 3.373
 12,  24 , 0.588, 1.023, 0.606, 1.251, 0.762, 1.043, 0.623, 1.077, 0.879, 1.040, 0.794, 3.587, 0.919, 1.050, 0.789, 3.476
 13,  24 , 0.569, 1.023, 0.567, 1.392, 0.771, 1.043, 0.644, 1.161, 0.875, 1.040, 0.801, 3.668, 0.845, 1.014, 0.807, 3.740
 14,  24 , 0.604, 1.027, 0.596, 1.450, 0.786, 1.047, 0.641, 1.249, 0.876, 1.041, 0.798, 3.823, 0.878, 1.043, 0.759, 4.141
 15,  24 , 0.596, 1.028, 0.590, 1.566, 0.769, 1.043, 0.633, 1.457, 0.887, 1.046, 0.797, 4.024, 0.926, 1.051, 0.790, 4.277
test25
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  25 , 0.627, 1.048, 0.517, 0.289, 0.582, 1.046, 0.486, 0.228, 0.847, 1.117, 0.670, 5.528, 0.847, 1.117, 0.670, 5.525
 02,  25 , 0.652, 1.039, 0.568, 0.535, 0.606, 1.038, 0.527, 0.428, 0.930, 1.118, 0.743, 5.570, 0.930, 1.118, 0.743, 5.604
 03,  25 , 0.643, 1.036, 0.546, 0.575, 0.601, 1.036, 0.549, 0.378, 0.923, 1.120, 0.746, 6.262, 0.923, 1.120, 0.746, 5.878
 04,  25 , 0.652, 1.037, 0.541, 0.533, 0.603, 1.022, 0.610, 0.535, 0.880, 1.118, 0.695, 6.653, 0.880, 1.118, 0.695, 6.776
 05,  25 , 0.647, 1.034, 0.561, 0.602, 0.601, 1.020, 0.633, 0.582, 0.933, 1.117, 0.749, 7.211, 0.933, 1.117, 0.749, 7.170
 06,  25 , 0.647, 1.034, 0.559, 0.666, 0.631, 1.023, 0.624, 0.719, 0.943, 1.058, 0.810, 2.553, 0.943, 1.066, 0.818, 2.504
 07,  25 , 0.648, 1.033, 0.546, 0.735, 0.628, 1.025, 0.604, 0.744, 0.902, 1.044, 0.809, 2.552, 0.916, 1.060, 0.808, 2.610
 08,  25 , 0.734, 1.037, 0.633, 0.918, 0.635, 1.024, 0.600, 0.920, 0.927, 1.062, 0.815, 2.743, 0.920, 1.062, 0.812, 2.810
 09,  25 , 0.744, 1.042, 0.650, 0.991, 0.627, 1.026, 0.601, 0.863, 0.943, 1.064, 0.825, 2.754, 0.924, 1.048, 0.825, 2.817
 10,  25 , 0.750, 1.043, 0.639, 0.927, 0.628, 1.026, 0.576, 1.003, 0.945, 1.062, 0.814, 2.959, 0.927, 1.060, 0.821, 3.017
 11,  25 , 0.754, 1.052, 0.632, 1.086, 0.626, 1.027, 0.582, 1.179, 0.947, 1.063, 0.821, 3.090, 0.926, 1.058, 0.810, 3.198
 12,  25 , 0.792, 1.051, 0.665, 1.169, 0.646, 1.029, 0.592, 1.260, 0.948, 1.057, 0.820, 3.249, 0.930, 1.053, 0.809, 3.363
 13,  25 , 0.779, 1.047, 0.658, 1.340, 0.710, 1.031, 0.642, 1.383, 0.903, 1.055, 0.772, 3.604, 0.881, 1.058, 0.774, 3.575
 14,  25 , 0.791, 1.051, 0.658, 1.473, 0.724, 1.037, 0.636, 1.234, 0.896, 1.054, 0.807, 3.828, 0.892, 1.049, 0.797, 3.777
 15,  25 , 0.776, 1.048, 0.643, 1.470, 0.717, 1.037, 0.593, 1.583, 0.873, 1.053, 0.780, 4.069, 0.880, 1.042, 0.782, 4.189
test26
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  26 , 0.461, 1.051, 0.447, 0.261, 0.475, 1.051, 0.435, 0.293, 0.605, 1.123, 0.417, 6.091, 0.605, 1.123, 0.417, 6.174
 02,  26 , 0.427, 1.027, 0.503, 0.341, 0.460, 1.030, 0.485, 0.387, 0.791, 1.122, 0.557, 6.531, 0.791, 1.122, 0.557, 6.550
 03,  26 , 0.427, 1.016, 0.507, 0.373, 0.441, 1.022, 0.540, 0.419, 0.873, 1.120, 0.668, 6.753, 0.873, 1.120, 0.668, 6.755
 04,  26 , 0.419, 1.012, 0.486, 0.407, 0.440, 1.016, 0.561, 0.489, 0.904, 1.120, 0.713, 7.056, 0.904, 1.120, 0.713, 7.120
 05,  26 , 0.424, 1.009, 0.504, 0.581, 0.429, 1.017, 0.526, 0.547, 0.907, 1.119, 0.708, 7.765, 0.907, 1.119, 0.708, 7.703
 06,  26 , 0.431, 1.010, 0.516, 0.665, 0.422, 1.013, 0.496, 0.654, 0.920, 1.058, 0.778, 2.605, 0.869, 1.056, 0.768, 2.658
 07,  26 , 0.408, 1.001, 0.537, 0.682, 0.418, 1.015, 0.446, 0.724, 0.895, 1.066, 0.778, 2.797, 0.883, 1.052, 0.782, 2.806
 08,  26 , 0.421, 1.001, 0.528, 0.730, 0.436, 1.015, 0.428, 0.848, 0.897, 1.045, 0.771, 2.885, 0.885, 1.063, 0.769, 2.902
 09,  26 , 0.397, 0.996, 0.479, 0.762, 0.439, 1.015, 0.425, 0.861, 0.815, 1.055, 0.763, 3.086, 0.828, 1.063, 0.802, 2.935
 10,  26 , 0.386, 0.995, 0.451, 1.051, 0.413, 1.012, 0.448, 0.903, 0.850, 1.054, 0.769, 3.149, 0.916, 1.064, 0.791, 3.159
 11,  26 , 0.444, 1.003, 0.438, 1.065, 0.422, 1.014, 0.444, 1.008, 0.856, 1.060, 0.768, 3.373, 0.936, 1.067, 0.768, 3.393
 12,  26 , 0.442, 1.006, 0.422, 0.996, 0.420, 1.013, 0.427, 1.070, 0.899, 1.062, 0.773, 3.522, 0.911, 1.067, 0.774, 3.564
 13,  26 , 0.460, 1.010, 0.448, 1.223, 0.437, 1.017, 0.426, 1.084, 0.819, 1.057, 0.764, 3.772, 0.892, 1.064, 0.773, 3.779
 14,  26 , 0.453, 1.015, 0.424, 1.450, 0.449, 1.023, 0.436, 1.350, 0.834, 1.063, 0.782, 4.058, 0.897, 1.072, 0.783, 3.934
 15,  26 , 0.513, 1.024, 0.498, 1.548, 0.466, 1.025, 0.446, 1.458, 0.838, 1.058, 0.753, 4.286, 0.856, 1.063, 0.753, 4.228
test27
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  27 , 0.977, 1.066, 0.762, 0.283, 0.976, 1.066, 0.757, 0.385, 0.992, 1.101, 0.761, 4.781, 0.992, 1.101, 0.761, 4.763
 02,  27 , 0.981, 1.062, 0.788, 0.408, 0.982, 1.066, 0.775, 0.365, 0.995, 1.104, 0.766, 4.094, 0.995, 1.104, 0.766, 4.073
 03,  27 , 0.972, 1.066, 0.761, 0.411, 0.975, 1.065, 0.766, 0.406, 0.993, 1.103, 0.763, 5.904, 0.993, 1.103, 0.763, 6.521
 04,  27 , 0.977, 1.066, 0.770, 0.497, 0.981, 1.064, 0.768, 0.576, 0.993, 1.103, 0.763, 6.236, 0.993, 1.103, 0.763, 6.271
 05,  27 , 0.979, 1.065, 0.765, 0.608, 0.955, 1.061, 0.729, 0.548, 0.993, 1.103, 0.763, 6.950, 0.993, 1.103, 0.763, 8.155
 06,  27 , 0.980, 1.061, 0.770, 0.674, 0.963, 1.062, 0.749, 0.595, 0.997, 1.058, 0.809, 2.716, 0.997, 1.053, 0.820, 2.825
 07,  27 , 0.957, 1.058, 0.745, 0.878, 0.940, 1.057, 0.719, 0.753, 0.999, 1.050, 0.817, 2.672, 0.997, 1.059, 0.808, 2.845
 08,  27 , 0.975, 1.062, 0.742, 0.788, 0.973, 1.064, 0.749, 0.741, 0.993, 1.052, 0.822, 2.854, 1.000, 1.053, 0.817, 3.491
 09,  27 , 0.973, 1.063, 0.745, 1.516, 0.963, 1.063, 0.728, 1.049, 0.993, 1.048, 0.810, 3.387, 1.000, 1.059, 0.820, 3.770
 10,  27 , 0.979, 1.064, 0.751, 0.948, 0.977, 1.064, 0.745, 0.854, 0.999, 1.052, 0.809, 3.190, 1.000, 1.056, 0.808, 3.120
 11,  27 , 0.954, 1.061, 0.718, 0.817, 0.950, 1.059, 0.720, 1.094, 0.999, 1.049, 0.802, 3.475, 0.999, 1.050, 0.803, 3.222
 12,  27 , 0.954, 1.060, 0.712, 1.220, 0.976, 1.066, 0.743, 1.150, 0.999, 1.057, 0.812, 3.446, 0.999, 1.056, 0.807, 3.479
 13,  27 , 0.960, 1.062, 0.722, 1.059, 0.979, 1.065, 0.732, 0.949, 0.992, 1.047, 0.802, 3.582, 0.999, 1.054, 0.809, 3.738
 14,  27 , 0.937, 1.058, 0.700, 1.152, 0.959, 1.061, 0.727, 1.335, 0.998, 1.057, 0.795, 5.183, 0.994, 1.058, 0.808, 3.944
 15,  27 , 0.956, 1.060, 0.722, 1.690, 0.964, 1.063, 0.719, 1.580, 0.999, 1.061, 0.803, 4.223, 0.994, 1.056, 0.798, 4.126
test28
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  28 , 0.329, 1.037, 0.374, 0.260, 0.365, 1.037, 0.379, 0.219, 0.365, 1.123, 0.323, 6.698, 0.365, 1.123, 0.323, 6.919
 02,  28 , 0.348, 1.015, 0.410, 0.513, 0.384, 1.017, 0.410, 0.445, 0.389, 1.122, 0.321, 7.106, 0.389, 1.122, 0.321, 7.507
 03,  28 , 0.315, 1.005, 0.429, 0.862, 0.380, 1.007, 0.447, 0.458, 0.376, 1.123, 0.304, 1.326, 0.376, 1.123, 0.304, 1.177
 04,  28 , 0.327, 1.004, 0.419, 0.489, 0.371, 1.002, 0.462, 0.549, 0.376, 1.125, 0.297, 0.973, 0.376, 1.125, 0.297, 1.048
 05,  28 , 0.307, 0.997, 0.498, 0.543, 0.343, 0.998, 0.456, 0.492, 0.401, 1.124, 0.304, 10.436, 0.401, 1.124, 0.304, 9.808
 06,  28 , 0.317, 0.994, 0.464, 0.630, 0.366, 0.995, 0.474, 0.616, 0.407, 1.012, 0.415, 2.849, 0.349, 1.019, 0.415, 2.030
 07,  28 , 0.318, 0.998, 0.445, 0.631, 0.379, 0.995, 0.486, 0.662, 0.471, 0.970, 0.534, 2.832, 0.454, 1.001, 0.464, 3.026
 08,  28 , 0.316, 0.999, 0.451, 0.774, 0.384, 1.000, 0.471, 0.785, 0.507, 0.977, 0.529, 2.915, 0.516, 0.990, 0.550, 2.843
 09,  28 , 0.290, 0.998, 0.421, 0.627, 0.355, 1.002, 0.454, 0.759, 0.408, 0.975, 0.553, 3.060, 0.476, 0.988, 0.623, 2.935
 10,  28 , 0.286, 0.999, 0.436, 0.700, 0.343, 1.001, 0.456, 0.909, 0.444, 0.971, 0.688, 3.260, 0.537, 1.001, 0.663, 3.261
 11,  28 , 0.293, 0.997, 0.463, 0.961, 0.327, 0.997, 0.464, 0.812, 0.513, 1.004, 0.655, 3.315, 0.555, 1.006, 0.664, 3.501
 12,  28 , 0.277, 1.000, 0.427, 0.959, 0.325, 0.998, 0.446, 1.149, 0.517, 1.010, 0.675, 3.560, 0.548, 1.002, 0.674, 3.716
 13,  28 , 0.249, 1.001, 0.379, 0.949, 0.323, 1.001, 0.430, 1.163, 0.529, 1.001, 0.698, 3.781, 0.557, 1.014, 0.716, 3.939
 14,  28 , 0.245, 0.999, 0.381, 1.364, 0.300, 0.999, 0.440, 1.319, 0.557, 1.012, 0.705, 4.230, 0.619, 1.023, 0.740, 4.116
 15,  28 , 0.257, 1.001, 0.375, 1.229, 0.295, 1.000, 0.412, 1.109, 0.623, 1.032, 0.674, 4.601, 0.622, 1.015, 0.725, 4.354
test29
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  29 , 0.841, 1.066, 0.735, 0.254, 0.896, 1.078, 0.736, 0.318, 0.905, 1.115, 0.752, 4.853, 0.905, 1.115, 0.752, 4.847
 02,  29 , 0.845, 1.064, 0.738, 0.417, 0.906, 1.074, 0.762, 0.444, 0.905, 1.117, 0.746, 5.303, 0.905, 1.117, 0.746, 5.278
 03,  29 , 0.877, 1.070, 0.760, 0.535, 0.908, 1.078, 0.747, 0.525, 0.911, 1.118, 0.744, 6.687, 0.911, 1.118, 0.744, 5.830
 04,  29 , 0.876, 1.071, 0.741, 0.463, 0.869, 1.067, 0.726, 0.548, 0.916, 1.118, 0.747, 6.414, 0.916, 1.118, 0.747, 6.411
 05,  29 , 0.828, 1.063, 0.705, 0.461, 0.826, 1.063, 0.683, 0.500, 0.917, 1.120, 0.745, 7.126, 0.917, 1.120, 0.745, 7.118
 06,  29 , 0.824, 1.069, 0.694, 0.658, 0.817, 1.068, 0.684, 0.705, 0.905, 1.068, 0.789, 2.573, 0.924, 1.060, 0.809, 2.530
 07,  29 , 0.865, 1.067, 0.708, 0.822, 0.849, 1.072, 0.706, 0.824, 0.902, 1.060, 0.807, 2.681, 0.923, 1.065, 0.817, 2.604
 08,  29 , 0.887, 1.069, 0.721, 0.828, 0.868, 1.073, 0.736, 0.763, 0.910, 1.064, 0.803, 2.775, 0.931, 1.067, 0.814, 2.719
 09,  29 , 0.886, 1.070, 0.710, 0.833, 0.866, 1.074, 0.756, 0.818, 0.912, 1.061, 0.814, 2.860, 0.933, 1.060, 0.808, 2.880
 10,  29 , 0.875, 1.064, 0.703, 0.825, 0.875, 1.068, 0.727, 0.887, 0.915, 1.055, 0.794, 3.098, 0.936, 1.061, 0.803, 3.044
 11,  29 , 0.914, 1.071, 0.712, 0.965, 0.885, 1.068, 0.719, 0.987, 0.919, 1.060, 0.794, 3.260, 0.972, 1.063, 0.805, 3.312
 12,  29 , 0.937, 1.072, 0.725, 0.978, 0.885, 1.069, 0.718, 0.908, 0.921, 1.066, 0.793, 3.439, 0.968, 1.064, 0.802, 3.405
 13,  29 , 0.942, 1.073, 0.728, 1.140, 0.889, 1.070, 0.715, 1.304, 0.933, 1.064, 0.799, 3.576, 0.971, 1.064, 0.801, 3.589
 14,  29 , 0.957, 1.077, 0.736, 1.218, 0.865, 1.068, 0.705, 1.214, 0.941, 1.056, 0.809, 3.815, 0.968, 1.055, 0.794, 3.793
 15,  29 , 0.960, 1.077, 0.731, 1.432, 0.885, 1.068, 0.727, 1.291, 0.975, 1.065, 0.803, 3.996, 0.974, 1.064, 0.795, 3.962
test30
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  30 , 0.673, 1.063, 0.535, 0.347, 0.624, 1.057, 0.510, 0.323, 0.751, 1.126, 0.559, 5.700, 0.751, 1.126, 0.559, 5.687
 02,  30 , 0.692, 1.061, 0.561, 0.399, 0.643, 1.050, 0.512, 0.460, 0.839, 1.127, 0.659, 6.052, 0.839, 1.127, 0.659, 6.023
 03,  30 , 0.717, 1.053, 0.631, 0.530, 0.666, 1.047, 0.613, 0.529, 0.849, 1.124, 0.690, 6.436, 0.849, 1.124, 0.690, 6.432
 04,  30 , 0.712, 1.052, 0.604, 0.586, 0.658, 1.047, 0.615, 0.643, 0.846, 1.125, 0.682, 7.098, 0.846, 1.125, 0.682, 7.055
 05,  30 , 0.707, 1.047, 0.600, 0.693, 0.706, 1.051, 0.603, 0.582, 0.847, 1.125, 0.681, 7.783, 0.847, 1.125, 0.681, 7.777
 06,  30 , 0.686, 1.049, 0.598, 0.722, 0.686, 1.051, 0.607, 0.725, 0.826, 1.055, 0.724, 2.658, 0.831, 1.066, 0.762, 2.647
 07,  30 , 0.713, 1.053, 0.595, 0.833, 0.655, 1.046, 0.601, 0.827, 0.775, 1.058, 0.727, 2.791, 0.822, 1.065, 0.768, 2.733
 08,  30 , 0.702, 1.058, 0.585, 0.780, 0.624, 1.046, 0.560, 0.836, 0.832, 1.046, 0.771, 2.890, 0.808, 1.039, 0.753, 2.811
 09,  30 , 0.684, 1.055, 0.560, 0.785, 0.601, 1.041, 0.534, 0.998, 0.785, 1.050, 0.784, 3.026, 0.781, 1.052, 0.781, 2.983
 10,  30 , 0.660, 1.054, 0.545, 0.917, 0.587, 1.044, 0.521, 1.011, 0.765, 1.029, 0.805, 3.142, 0.690, 1.034, 0.772, 3.141
 11,  30 , 0.685, 1.059, 0.558, 0.986, 0.592, 1.047, 0.529, 1.196, 0.761, 1.033, 0.761, 3.356, 0.694, 1.044, 0.776, 3.369
 12,  30 , 0.695, 1.056, 0.552, 1.270, 0.586, 1.043, 0.520, 1.153, 0.822, 1.053, 0.792, 3.551, 0.850, 1.062, 0.784, 3.608
